anime_id,mean_rating,count,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
5630,8.014093529788598,1561,Higashi no Eden,7.83,"Action, Sci-Fi, Mystery, Drama, Romance, Thriller",Eden of The East,東のエデン,TV,11,"Apr 10, 2009 to Jun 19, 2009",Spring 2009,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment",Funimation,Production I.G,Original,23 min. per ep.,R - 17+ (violence & profanity),780.0,274,464410,4155,17873,274002,13067,9490,149978,24094.0,47062.0,68067.0,49404.0,19654.0,8306.0,2994.0,1050.0,462.0,427.0
5680,7.8983658828218415,2509,K-On!,7.84,"Music, Slice of Life, Comedy, School",K-ON!,けいおん!,TV,13,"Apr 3, 2009 to Jun 26, 2009",Spring 2009,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do","Bandai Entertainment, Sentai Filmworks",Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,758.0,108,776322,19409,36586,519279,24170,25207,171080,58703.0,82324.0,125585.0,96729.0,37915.0,17625.0,6175.0,2633.0,1535.0,2014.0
5681,8.177764202810017,1637,Summer Wars,8.09,"Sci-Fi, Comedy",Summer Wars,サマーウォーズ,Movie,1,"Aug 1, 2009",Unknown,"VAP, Yomiuri Telecasting, Kadokawa Shoten, Nippon Television Network","Funimation, Warner Bros. Japan, GKIDS",Madhouse,Original,1 hr. 54 min.,PG-13 - Teens 13 or older,420.0,311,424384,3623,6508,315050,2435,1234,99157,37270.0,63410.0,75762.0,44558.0,15645.0,6232.0,2492.0,940.0,410.0,384.0
5958,7.5251572327044025,1272,Sora no Otoshimono,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",Heaven's Lost Property,そらのおとしもの,TV,13,"Oct 5, 2009 to Dec 28, 2009",Fall 2009,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Funimation,AIC ASTA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2082.0,338,394109,4035,15435,275739,9400,14720,78815,21835.0,28961.0,51544.0,54276.0,27856.0,13818.0,6619.0,3097.0,1671.0,1223.0
6045,8.178074245939674,1724,Kimi ni Todoke,8.02,"Slice of Life, Drama, Romance, School, Shoujo",Kimi ni Todoke:From Me to You,君に届け,TV,25,"Oct 7, 2009 to Mar 31, 2010",Fall 2009,"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,Manga,22 min. per ep.,PG-13 - Teens 13 or older,515.0,148,648101,10587,36190,409858,24267,21325,156461,49451.0,72149.0,98433.0,67046.0,24674.0,10366.0,3489.0,1214.0,676.0,616.0
6213,7.762992125984252,1270,Toaru Kagaku no Railgun,7.72,"Action, Sci-Fi, Super Power",A Certain Scientific Railgun,とある科学の超電磁砲,TV,24,"Oct 3, 2009 to Mar 20, 2010",Fall 2009,"Geneon Universal Entertainment, Movic, AT-X, ASCII Media Works",Funimation,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,991.0,281,458949,7702,25410,277246,15755,11975,128563,22483.0,37845.0,71023.0,58157.0,20612.0,7949.0,2780.0,980.0,468.0,401.0
6347,7.743768115942029,1725,Baka to Test to Shoukanjuu,7.6,"Comedy, Romance, School, Super Power",Baka & Test - Summon the Beasts,バカとテストと召喚獣,TV,13,"Jan 7, 2010 to Apr 1, 2010",Winter 2010,"Lantis, Media Factory, Cospa, T.O Entertainment",Funimation,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1278.0,221,529741,5734,19233,377592,14920,20955,97041,28945.0,48887.0,84718.0,74753.0,33321.0,15666.0,6113.0,2370.0,1076.0,816.0
6351,7.866498740554156,1191,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.85,"Drama, Romance, School","Clannad ~After Story~:Another World, Kyou Chapter",クラナド　アフターストーリー　もうひとつの世界　杏編,Special,1,"Jul 1, 2009",Unknown,Animation Do,Sentai Filmworks,Kyoto Animation,Visual novel,24 min.,PG-13 - Teens 13 or older,737.0,661,220084,615,1785,193930,942,602,22825,20077.0,27640.0,42236.0,32013.0,12369.0,5013.0,1774.0,632.0,358.0,462.0
6547,8.272449459332393,4254,Angel Beats!,8.15,"Action, Comedy, Drama, School, Supernatural",Angel Beats!,Angel Beats!（エンジェルビーツ）,TV,13,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,"Aniplex, Dentsu, Mainichi Broadcasting System, CBC, Movic, Visual Art's, ASCII Media Works",Sentai Filmworks,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,354.0,15,1591773,46425,55803,1229098,34233,38209,234430,200757.0,242398.0,264330.0,169476.0,68296.0,31152.0,14127.0,5810.0,2758.0,2569.0
6573,7.649468892261002,1318,Darker than Black: Ryuusei no Gemini,7.48,"Action, Sci-Fi, Mystery, Super Power",Darker than Black:Gemini of the Meteor,DARKER THAN BLACK 流星の双子,TV,12,"Oct 9, 2009 to Dec 25, 2009",Fall 2009,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Sakura Create",Funimation,Bones,Original,24 min. per ep.,R - 17+ (violence & profanity),1627.0,381,349653,1588,8596,262714,5522,5134,67687,17985.0,31999.0,55708.0,52886.0,24419.0,10369.0,5593.0,2013.0,922.0,696.0
6702,7.8236462990561355,2013,Fairy Tail,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",Fairy Tail,FAIRY TAIL（フェアリーテイル）,TV,175,"Oct 12, 2009 to Mar 30, 2013",Fall 2009,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create",Funimation,"Satelight, A-1 Pictures",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1076.0,32,1312470,46658,185463,737096,108697,148408,132806,132650.0,132443.0,167498.0,153901.0,84532.0,53280.0,27849.0,13627.0,7680.0,7090.0
6707,7.426929392446634,1218,Kuroshitsuji II,7.22,"Action, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler II,黒執事II,TV,12,"Jul 2, 2010 to Sep 17, 2010",Summer 2010,"Aniplex, Square Enix, Mainichi Broadcasting System",Funimation,A-1 Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),2684.0,298,437730,4065,12821,340878,7455,9903,66673,31150.0,35310.0,51702.0,59046.0,35959.0,19133.0,11732.0,5015.0,2969.0,2097.0
6746,8.402286135693215,2712,Durarara!!,8.18,"Action, Mystery, Supernatural",Durarara!!,デュラララ!!,TV,24,"Jan 8, 2010 to Jun 25, 2010",Winter 2010,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Sakura Create",Aniplex of America,Brain's Base,Light novel,24 min. per ep.,R - 17+ (violence & profanity),329.0,57,1111256,29775,78950,651208,62664,44157,274277,85779.0,142254.0,168690.0,97399.0,34893.0,15199.0,5310.0,1719.0,890.0,1001.0
6880,7.21872376154492,2382,Deadman Wonderland,7.22,"Action, Horror, Sci-Fi, Shounen, Supernatural",Deadman Wonderland,デッドマン・ワンダーランド,TV,12,"Apr 17, 2011 to Jul 3, 2011",Spring 2011,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC",Funimation,Manglobe,Manga,24 min. per ep.,R - 17+ (violence & profanity),2673.0,79,946514,6313,34609,693044,23219,30556,165086,37926.0,69739.0,135228.0,154891.0,80871.0,36224.0,17603.0,7230.0,3471.0,2068.0
6956,7.7566302652106085,1282,Working!!,7.7,"Comedy, Romance, Seinen, Slice of Life",Wagnaria!!,ワーキング!!,TV,13,"Apr 4, 2010 to Jun 27, 2010",Spring 2010,"Aniplex, Rakuonsha","NIS America, Inc.",A-1 Pictures,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,1044.0,375,357762,2378,14989,222098,10112,10575,99988,12987.0,29224.0,60080.0,48204.0,15547.0,6264.0,1966.0,733.0,388.0,323.0
7054,8.134883720930233,2365,Kaichou wa Maid-sama!,8.06,"Comedy, Romance, School, Shoujo",Maid Sama!,会長はメイド様!,TV,26,"Apr 2, 2010 to Sep 24, 2010",Spring 2010,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",Sentai Filmworks,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,471.0,90,883462,20397,41284,665028,23351,24711,129088,93053.0,116022.0,149283.0,102025.0,38623.0,16690.0,5865.0,2251.0,1158.0,1093.0
7059,7.095636025998143,1077,Black★Rock Shooter (OVA),7.12,"Action, Slice of Life, Drama, School",Unknown,ブラック★ロックシューター,OVA,1,"Jul 24, 2010",Unknown,"Rakuonsha, Good Smile Company",Unknown,Ordet,Other,52 min.,PG-13 - Teens 13 or older,3118.0,916,161876,911,1537,137332,849,833,21325,8646.0,12062.0,21489.0,26905.0,16568.0,8567.0,3598.0,1537.0,728.0,437.0
7088,7.065233506300964,1349,Ichiban Ushiro no Daimaou,6.89,"Action, Harem, Comedy, Magic, Ecchi, Fantasy, School",Demon King Daimao,いちばんうしろの大魔王,TV,12,"Apr 3, 2010 to Jun 19, 2010",Spring 2010,"Marvelous, Hobby Japan, Delfi Sound",Sentai Filmworks,Artland,Light novel,23 min. per ep.,R+ - Mild Nudity,4094.0,333,400743,1198,13870,319770,6044,10167,50892,13964.0,22247.0,46094.0,68585.0,43348.0,23497.0,10816.0,4555.0,2351.0,1403.0
7311,8.748925721301411,1629,Suzumiya Haruhi no Shoushitsu,8.65,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",The Disappearance of Haruhi Suzumiya,涼宮ハルヒの消失,Movie,1,"Feb 6, 2010",Unknown,"Kadokawa Shoten, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,Light novel,2 hr. 42 min.,PG-13 - Teens 13 or older,54.0,243,486871,11585,11330,322186,4922,3853,144580,73646.0,78831.0,58615.0,28234.0,9268.0,3358.0,1106.0,399.0,282.0,692.0
7593,6.796411318150448,1449,Kiss x Sis (TV),6.71,"Harem, Comedy, Romance, Ecchi, School, Seinen",Unknown,キスシス,TV,12,"Apr 5, 2010 to Jun 21, 2010",Spring 2010,Starchild Records,Unknown,feel.,Manga,24 min. per ep.,R+ - Mild Nudity,4864.0,292,437709,1547,15531,338218,8858,20436,54666,23595.0,23599.0,43718.0,63545.0,46289.0,27297.0,15336.0,8387.0,5891.0,5640.0
7674,8.376487053883835,1429,Bakuman.,8.23,"Comedy, Drama, Romance, Shounen",Bakuman.,バクマン。,TV,25,"Oct 2, 2010 to Apr 2, 2011",Fall 2010,"NHK, Shueisha",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,274.0,242,490554,8762,25874,291194,20279,16529,136678,39072.0,62853.0,79867.0,41455.0,13164.0,5198.0,1522.0,564.0,319.0,351.0
7724,7.953348382242288,1329,Shiki,7.79,"Horror, Mystery, Supernatural, Thriller, Vampire",Shiki,屍鬼,TV,22,"Jul 9, 2010 to Dec 31, 2010",Summer 2010,"Aniplex, Dentsu, Fuji TV, DAX Production, Shueisha",Funimation,Daume,Manga,22 min. per ep.,R - 17+ (violence & profanity),850.0,272,465342,7246,23261,255427,15929,16070,154655,24258.0,42994.0,62037.0,46353.0,19926.0,8725.0,4166.0,1596.0,903.0,734.0
7791,8.21033434650456,1645,K-On!!,8.15,"Comedy, Music, School, Slice of Life",K-ON! Season 2,けいおん!!,TV,26,"Apr 7, 2010 to Sep 29, 2010",Spring 2010,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,361.0,233,509434,11530,30650,345013,21490,15486,96795,53727.0,65750.0,80020.0,51465.0,19435.0,8446.0,2882.0,1161.0,679.0,939.0
7817,7.160392798690671,1222,B-gata H-kei,6.94,"Comedy, Ecchi, Romance, School, Seinen",Yamada's First Time:B Gata H Kei,B型H系,TV,12,"Apr 2, 2010 to Jun 18, 2010",Spring 2010,"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,"Hal Film Maker, TYO Animations",4-koma manga,24 min. per ep.,R+ - Mild Nudity,3831.0,423,323103,2372,11014,238140,7209,12898,53842,10879.0,18094.0,38167.0,53805.0,34435.0,17947.0,7785.0,3251.0,1751.0,1176.0
8074,7.239878234398782,3285,Highschool of the Dead,7.15,"Action, Horror, Supernatural, Ecchi, Shounen",High School of the Dead,学園黙示録 HIGHSCHOOL OF THE DEAD,TV,12,"Jul 5, 2010 to Sep 20, 2010",Summer 2010,"Geneon Universal Entertainment, AT-X, Showgate",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,2998.0,55,1108591,9653,33575,906093,16677,35059,117187,66070.0,88392.0,155885.0,184924.0,107049.0,54874.0,28645.0,13816.0,8353.0,5683.0
8425,8.18925421010425,1247,Gosick,8.1,"Mystery, Historical, Drama, Romance",Unknown,GOSICK -ゴシック-,TV,24,"Jan 8, 2011 to Jul 2, 2011",Winter 2011,"TV Tokyo, Kadokawa Shoten, KlockWorx, Memory-Tech, NTT Docomo",Funimation,Bones,Light novel,24 min. per ep.,R - 17+ (violence & profanity),415.0,307,428699,7558,25532,221312,20923,19280,141652,32104.0,43673.0,53688.0,34924.0,14018.0,6632.0,2613.0,970.0,425.0,368.0
8516,7.900584795321637,1197,Baka to Test to Shoukanjuu Ni!,7.76,"Comedy, Romance, School, Super Power",Baka & Test – Summon the Beasts 2,バカとテストと召喚獣 にっ！,TV,13,"Jul 8, 2011 to Sep 30, 2011",Summer 2011,"Lantis, Media Factory, Enterbrain, Cospa, Kadokawa Contents Gate, TV Tokyo Music, PRA, T.O Entertainment, Hakuhodo DY Media Partners",Funimation,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,887.0,439,315295,1260,7777,257010,5149,5085,40274,20493.0,35880.0,59417.0,46683.0,18512.0,7500.0,2572.0,896.0,392.0,310.0
8525,7.856828193832599,1816,Kami nomi zo Shiru Sekai,7.73,"Comedy, Harem, Romance, Shounen, Supernatural",The World God Only Knows,神のみぞ知るセカイ,TV,12,"Oct 7, 2010 to Dec 23, 2010",Fall 2010,"TV Tokyo, Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,962.0,230,510719,5610,19258,358472,12673,14710,105606,28565.0,49035.0,87785.0,70932.0,26935.0,10977.0,3794.0,1416.0,617.0,482.0
8630,6.964147286821706,1032,Hidan no Aria,6.88,"Action, Comedy, Romance, School",Aria the Scarlet Ammo,緋弾のアリア,TV,12,"Apr 15, 2011 to Jul 1, 2011",Spring 2011,"TBS, Magic Capsule, flying DOG",Funimation,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4112.0,450,311122,947,12297,221678,6918,11165,59064,8738.0,14650.0,32831.0,50530.0,30788.0,16035.0,7054.0,3138.0,1554.0,975.0
8675,7.753510140405616,1282,Seitokai Yakuindomo,7.6,"Comedy, School, Shounen, Slice of Life",Unknown,生徒会役員共,TV,13,"Jul 4, 2010 to Sep 26, 2010",Summer 2010,"Starchild Records, Dream Force",Sentai Filmworks,GoHands,4-koma manga,24 min. per ep.,R - 17+ (violence & profanity),1277.0,337,394763,3096,20989,235667,12770,13917,111420,16197.0,28776.0,56937.0,50901.0,20015.0,8485.0,3280.0,1285.0,659.0,546.0
8769,7.321445113478462,2159,Ore no Imouto ga Konnani Kawaii Wake ga Nai,7.1,"Slice of Life, Comedy",OreImo,俺の妹がこんなに可愛いわけがない,TV,12,"Oct 3, 2010 to Dec 19, 2010",Fall 2010,"Aniplex, Movic, ASCII Media Works, Jumondo",Aniplex of America,AIC Build,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3207.0,196,565710,4554,18918,413245,10683,19768,103096,21667.0,39417.0,79782.0,89700.0,47316.0,23882.0,12916.0,6146.0,3824.0,4159.0
8841,7.5045714285714284,1750,Kore wa Zombie Desu ka?,7.43,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",Is This a Zombie?,これはゾンビですか?,TV,12,"Jan 11, 2011 to Mar 30, 2011",Winter 2011,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Funimation,Studio Deen,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1811.0,223,526740,3272,20010,386973,12743,16949,90065,23871.0,41538.0,81550.0,82577.0,37171.0,16816.0,6969.0,2743.0,1348.0,1048.0
8861,6.410194174757281,1236,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.26,"Drama, Ecchi, Harem, Romance",Yosuga no Sora,"ヨスガノソラ In solitude, where we are least alone.",TV,12,"Oct 4, 2010 to Dec 20, 2010",Fall 2010,"Starchild Records, Studio Mausu, GANSIS, PRA",Media Blasters,feel.,Visual novel,25 min. per ep.,R+ - Mild Nudity,7096.0,369,359136,1887,14546,241158,7510,18154,77768,13893.0,13380.0,26208.0,41217.0,36738.0,24027.0,15675.0,8704.0,6690.0,7191.0
8937,7.755892255892256,1188,Toaru Majutsu no Index II,7.61,"Action, Magic, Sci-Fi, Super Power",A Certain Magical Index II,とある魔術の禁書目録Ⅱ,TV,24,"Oct 8, 2010 to Apr 1, 2011",Fall 2010,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Delfi Sound",Funimation,J.C.Staff,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1241.0,364,366426,4187,15337,265217,9265,6771,69836,19294.0,31471.0,61958.0,54493.0,20903.0,8561.0,3219.0,1156.0,469.0,370.0
9041,6.8634615384615385,1560,IS: Infinite Stratos,6.75,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",Infinite Stratos,IS 〈インフィニット・ストラトス〉,TV,12,"Jan 7, 2011 to Apr 1, 2011",Winter 2011,"Lantis, Media Factory, TBS, Sony Music Communications, Sakura Create",Sentai Filmworks,8bit,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4691.0,236,503818,2372,16398,388600,7613,14971,76236,17074.0,25816.0,52987.0,80337.0,53771.0,31818.0,15766.0,7490.0,4121.0,2776.0
9253,9.173691275167785,3725,Steins;Gate,9.11,"Thriller, Sci-Fi",Steins;Gate,STEINS;GATE,TV,24,"Apr 6, 2011 to Sep 14, 2011",Spring 2011,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",Funimation,White Fox,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3.0,9,1771162,148452,114349,1134756,60926,35600,425531,468504.0,275960.0,140914.0,57740.0,21375.0,11126.0,5061.0,2292.0,1678.0,5255.0
9260,8.338095238095239,1050,Kizumonogatari I: Tekketsu-hen,8.4,Vampire,Kizumonogatari Part 1:Tekketsu,傷物語〈Ⅰ鉄血篇〉,Movie,1,"Jan 8, 2016",Unknown,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,1 hr. 4 min.,R - 17+ (violence & profanity),157.0,358,371083,2513,8131,242441,2316,1147,117048,38280.0,57100.0,59297.0,24598.0,7044.0,2424.0,1021.0,434.0,261.0,547.0
9513,7.93491124260355,1014,Beelzebub,7.91,"Action, Comedy, Demons, Supernatural, School, Shounen",Beelzebub,べるぜバブ,TV,60,"Jan 9, 2011 to Mar 25, 2012",Winter 2011,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Discotek Media,Pierrot Plus,Manga,24 min. per ep.,PG-13 - Teens 13 or older,663.0,280,462977,4948,41167,252852,33184,34022,101752,27478.0,43885.0,67638.0,50833.0,19901.0,8633.0,3233.0,1270.0,650.0,516.0
9515,6.508612873980055,1103,Highschool of the Dead: Drifters of the Dead,6.64,"Comedy, Ecchi, Supernatural",Unknown,学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド,OVA,1,"Apr 26, 2011",Unknown,Showgate,Sentai Filmworks,Madhouse,Manga,16 min.,R+ - Mild Nudity,5175.0,599,242026,373,2579,216089,816,783,21759,13699.0,13679.0,23045.0,36145.0,29164.0,17301.0,8891.0,4767.0,3270.0,2527.0
9656,8.059187279151944,1132,Kimi ni Todoke 2nd Season,8.01,"Slice of Life, Drama, Romance, School, Shoujo",Kimi ni Todoke:From Me To You 2,君に届け 2ND SEASON,TV,12,"Jan 12, 2011 to Mar 30, 2011",Winter 2011,"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,Manga,23 min. per ep.,PG-13 - Teens 13 or older,531.0,409,334486,1477,9031,263445,5851,4124,52035,29920.0,43904.0,60440.0,39721.0,14340.0,5534.0,2020.0,740.0,352.0,311.0
9756,8.464615384615385,2925,Mahou Shoujo Madoka★Magica,8.38,"Psychological, Drama, Magic, Thriller",Puella Magi Madoka Magica,魔法少女まどか★マギカ,TV,12,"Jan 7, 2011 to Apr 22, 2011",Winter 2011,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,24 min. per ep.,PG-13 - Teens 13 or older,168.0,74,971621,47610,38252,700785,24080,20994,187510,139237.0,159220.0,148247.0,77620.0,29726.0,13067.0,5995.0,2561.0,1497.0,2087.0
9919,7.6692498450093,3226,Ao no Exorcist,7.59,"Action, Demons, Fantasy, Shounen, Supernatural",Blue Exorcist,青の祓魔師(エクソシスト),TV,25,"Apr 17, 2011 to Oct 2, 2011",Spring 2011,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha",Aniplex of America,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1292.0,25,1417630,16871,60451,1105894,36030,38705,176550,80157.0,137344.0,248970.0,240338.0,99008.0,40731.0,13431.0,4567.0,1786.0,1448.0
9989,8.40126582278481,3160,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.42,"Slice of Life, Supernatural, Drama",anohana:The Flower We Saw That Day,あの日見た花の名前を僕達はまだ知らない。,TV,11,"Apr 15, 2011 to Jun 24, 2011",Spring 2011,"Aniplex, Dentsu, Fuji TV, Fujipacific Music","NIS America, Inc., Aniplex of America",A-1 Pictures,Original,22 min. per ep.,PG-13 - Teens 13 or older,141.0,53,1157747,30271,35807,870583,18891,13348,219118,176359.0,203566.0,178616.0,92377.0,34330.0,14692.0,6576.0,2788.0,1379.0,1811.0
10030,8.405703771849126,1087,Bakuman. 2nd Season,8.4,"Comedy, Drama, Romance, Shounen",Bakuman.,バクマン。2ndシーズン,TV,25,"Oct 1, 2011 to Mar 24, 2012",Fall 2011,"NHK, Shueisha",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,153.0,488,289356,1380,9715,220954,6474,3764,48449,32226.0,52496.0,56133.0,24916.0,6780.0,2260.0,608.0,228.0,112.0,415.0
10067,7.350505979760809,1087,Angel Beats!: Another Epilogue,7.49,"Supernatural, Drama, School",Unknown,エンジェルビーツ! アナザーエピローグ,Special,1,"Dec 22, 2010",Unknown,"Aniplex, Visual Art's",Unknown,P.A. Works,Original,2 min.,PG-13 - Teens 13 or older,1601.0,708,208751,272,1478,182596,959,485,23233,14918.0,19078.0,30925.0,32992.0,15635.0,7525.0,2432.0,1091.0,601.0,580.0
10080,8.035201149425287,1392,Kami nomi zo Shiru Sekai II,7.94,"Comedy, Harem, Romance, Shounen, Supernatural",The World God Only Knows II,神のみぞ知るセカイ II,TV,12,"Apr 12, 2011 to Jun 28, 2011",Spring 2011,"TV Tokyo, Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,618.0,423,325315,1026,7719,270304,4851,3504,38937,22705.0,42216.0,71609.0,46502.0,14452.0,4800.0,1383.0,489.0,181.0,189.0
10087,8.446469248291573,2634,Fate/Zero,8.34,"Action, Supernatural, Magic, Fantasy",Fate/Zero,フェイト/ゼロ,TV,13,"Oct 2, 2011 to Dec 25, 2011",Fall 2011,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,28 min. per ep.,R - 17+ (violence & profanity),192.0,59,1090273,30267,47817,773576,24194,16509,228177,112939.0,185628.0,188400.0,90942.0,27585.0,10434.0,3881.0,1401.0,737.0,1340.0
10110,7.345724907063197,1345,Mayo Chiki!,7.31,"Harem, Comedy, Romance, Ecchi, School",Mayo Chiki!,まよチキ!,TV,13,"Jul 8, 2011 to Sep 30, 2011",Summer 2011,"Starchild Records, Media Factory, TBS, DAX Production, PRA, RAY",Sentai Filmworks,feel.,Light novel,24 min. per ep.,R+ - Mild Nudity,2309.0,341,391433,1822,14361,287222,6421,7972,75457,14720.0,25664.0,57304.0,67064.0,30668.0,13614.0,4751.0,1863.0,843.0,583.0
10162,8.572878897751995,1379,Usagi Drop,8.43,"Slice of Life, Josei",Bunny Drop,うさぎドロップ,TV,11,"Jul 8, 2011 to Sep 16, 2011",Summer 2011,"Fuji TV, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fujipacific Music","NIS America, Inc.",Production I.G,Manga,22 min. per ep.,PG-13 - Teens 13 or older,140.0,339,391626,5760,14382,241673,8866,5467,121238,35965.0,63871.0,60718.0,27282.0,7426.0,2415.0,643.0,233.0,149.0,559.0
10165,8.467266775777414,1222,Nichijou,8.48,"Slice of Life, Comedy, School, Shounen",Nichijou - My Ordinary Life,日常,TV,26,"Apr 3, 2011 to Sep 25, 2011",Spring 2011,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,111.0,153,647924,18399,66565,289512,49302,25096,217449,64071.0,75349.0,71853.0,36292.0,12654.0,5875.0,2311.0,1045.0,548.0,932.0
10408,8.385780885780886,1716,Hotarubi no Mori e,8.38,"Drama, Romance, Shoujo, Supernatural",Unknown,蛍火の杜へ,Movie,1,"Sep 17, 2011",Unknown,Aniplex,Unknown,Brain's Base,Manga,45 min.,G - All Ages,167.0,199,567617,8735,11681,406122,3079,822,145913,75089.0,85275.0,86761.0,46791.0,15160.0,5451.0,1885.0,620.0,333.0,633.0
10620,7.6639186589722454,3639,Mirai Nikki,7.54,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",The Future Diary,未来日記,TV,26,"Oct 9, 2011 to Apr 15, 2012",Fall 2011,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, chara-ani.com, 12 Diary Holders, Dwango, Sakura Create",Funimation,Asread,Manga,23 min. per ep.,R+ - Mild Nudity,1456.0,19,1533289,29580,66219,1154210,38657,55337,218866,126591.0,172904.0,231444.0,193901.0,101939.0,51906.0,33063.0,16903.0,9683.0,7443.0
10719,7.428635749662314,2221,Boku wa Tomodachi ga Sukunai,7.27,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",Haganai:I don't have many friends,僕は友達が少ない,TV,12,"Oct 7, 2011 to Dec 23, 2011",Fall 2011,"AIC, Media Factory, TBS, Bushiroad, Bandai Namco Games, Good Smile Company",Funimation,AIC Build,Light novel,24 min. per ep.,R+ - Mild Nudity,2488.0,156,637856,3784,21651,475182,10908,15367,114748,22060.0,43705.0,96216.0,111666.0,52813.0,23955.0,8695.0,3478.0,1599.0,1137.0
